,id,sighting_date,species,number,latitude,longitude,comments,image_url,sighting_date_datetime,year,month,month_name,week_num
195731,1526432540,2019-09-29,Monarch Fall Roost,500,40.627,-73.237,On a very breezy and blustery day with a southernly wind and temps in the low 60's I spotted over 500 monarchs over 6 hours. The monarchs were roosting much later around 6 pm compared to 4-5 pm usually. The golden rod is bursting and plentiful. The monarch continued to fly in all afternoon. Night temps are now in the low 50's/high 40's. ,//journeynorth.org/jnorth/images/userfiles2019/10/1526432540.jpg,2019-09-29,2019,9,September,39
195759,1526432591,2019-10-04,Monarch Fall Roost,55,41.91,-82.509,5:35-7:10pm at the Tip at Point Pelee National Park 12&deg;c High of 13&deg;c Overnight low 8.NE wind @24-35kmhSunset 7:08Sunrise 10/05 7:32Observed 3 Monarchs individually arrive from the north on the west side of the Tip &amp; retreat to trees. Located an established roost of about 35 very high on the west side of a tall Hackberry tree very close to the very Tip. Individuals roosted nearby here &amp; there. A cluster of 3 on a hackberry branch overhanging west path. Individuals here &amp; there along west path. 3 observed separately in their fav Hackberry tree; 2 on east side way up top;1 on the west side. Plenty of lavender &amp; white Asters grace the entire park &amp; the Tip. Also New England Asters here &amp; there &amp; some pink clover &amp; Knapweed. 1 monarch roosted on west side of a Hop tree.All appeared pristine.Temps warm up 10/5. Week forecast daytime highs 17-20&deg;c(mid to high 60's) overnight lows of 7-13&deg;c (Mid 50's to mid 60's) Count by clicker/binocularshttps://www.facebook.com/PeleeParadiseSanctuaryMonarchWaystation10275/,//journeynorth.org/jnorth/images/userfiles2019/10/1526432591.jpg,2019-10-04,2019,10,October,40
195761,1526432595,2019-09-27,Monarch PEAK Migration,100,43.351,-72.039,"A beautiful sunny 70 degree day at The Fells on Lake Sunapee. Asters swarming with monarchs! Plus other butterflies and bees. The Fells is a Monarch way Station.  I&rsquo;m not quite sure what that means. Can someone tell me? There was no one else around! Anyways it was magical. <iframe width=""400"" height=""225"" src=""https://www.youtube.com/embed/lsbQgatLy7E?rel=0&amp;amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,2019-09-27,2019,9,September,39
195766,1526432608,2019-09-27,Monarch PEAK Migration,1000,43.749,-76.21,"Enjoyed hundreds and hundreds of big beautiful monarchs feeding and moving along the south shore of Lake Ontario.  A beautiful but breezy day at the end is September    Loved how they looked like stained glass, high in the sky with the sun filtering through their wings ",//journeynorth.org/jnorth/images/userfiles2019/10/1526432608.jpg,2019-09-27,2019,9,September,39
195767,1526432609,2019-10-03,Monarch PEAK Migration,87,42.102,-84.167,A steady stream of Monarchs were flying 70 - 100 feet high to the southwest over my property on warm days from 9/30 to 10/3/19. I counted 87 in a 10 minute span to try to quantify how many I was seeing over time. ,,2019-10-03,2019,10,October,40
195784,1526432631,2019-09-21,Monarch PEAK Migration,300,41.684,-93.785,"This is the second year in a row we have had the migration in our back yard. Either I missed their first day with us, or there were many fewer this year. Last year, they arrived more than a week earlier. This photo shows only a portion of the butterflies. They stop in several trees in the yard, not just this one.  The 300 number is a small estimate. There are more than we can count. ",//journeynorth.org/jnorth/images/userfiles2019/10/1526432631.jpg,2019-09-21,2019,9,September,38
195808,1526432669,2019-10-05,Monarch PEAK Migration,220,38.16,-97.284,"When the wind direction shifted from west to northwest shortly before noon today, we saw monarchs on the move again, streaming overhead, along with hawks and dragonflies.  In 10 minutes we counted 220 monarchs heading/blowing south/southeast.  ",//journeynorth.org/jnorth/images/userfiles2019/10/1526432669.jpg,2019-10-05,2019,10,October,40
195810,1526432673,2019-10-05,Monarch PEAK Migration,76,35.398,-83.043,"On the Blue Ridge Parkway by 9:30 am, hoping to see some early flying Monarchs before the cool front and fog. Feel very lucky to have counted 34 from 10-12 pm, flying over Haywood Gap before the fog surrounded us. Most of the upper elevation areas were under dense fog at this point.Moved further South to Licklog  Ridge Overlook, mm 436.  Much less fog at this area. Saw them flying through one or two at a time. Counted 67 from 1-2:15 pm.",//journeynorth.org/jnorth/images/userfiles2019/10/1526432673.jpg,2019-10-05,2019,10,October,40
195813,1526432678,2019-10-04,Monarch PEAK Migration,10,36.276,-99.34,Have been seeing many Monarchs flying around & resting in the trees plus eating. Seems like there are more this year then there has been in quite a few years. Awesome sight!,,2019-10-04,2019,10,October,40
195816,1526432681,2019-10-05,Monarch PEAK Migration,14,42.978,-76.251,While walking along road spotted 14 monarchs in 25 minutes feeding on purple asters.Beautiful sunny day.Temp around 60,,2019-10-05,2019,10,October,40
195834,1526432707,2019-10-05,Monarch PEAK Migration,20,40.078,-88.182,"Many individuals migrating though our yard, some stopping for lunch at the Dandelion Deli.  Temp 65-70 degrees, sunny, south wind 10mph.  All flying low using houses to break the wind.",//journeynorth.org/jnorth/images/userfiles2019/10/1526432707.jpg,2019-10-05,2019,10,October,40
195840,1526432720,2019-10-05,Monarch PEAK Migration,100,35.121,-97.918,"I have been watching large groups migrate over for at least half an hour, & they are still flying over. The exact count is unknown. So exciting!",,2019-10-05,2019,10,October,40
195845,1526432726,2019-10-05,Monarch PEAK Migration,100,35.263,-97.204,All flying over on the front. To fall away for photos. ,,2019-10-05,2019,10,October,40
195846,1526432727,2019-10-05,Monarch PEAK Migration,10000,36.117,-97.059,"I said approx. 10,000 because I'm not sure. The whole sky was filled with them.Editor's note: contacted observer for more details on this sighting",,2019-10-05,2019,10,October,40
195847,1526432733,2019-10-05,Monarch PEAK Migration,1000,35.221,-97.447,Hundreds of Monarchs came through with and behind a cold front. We can still see quite a few flying high overhead heading to the south.,//journeynorth.org/jnorth/images/userfiles2019/10/1526432733.jpg,2019-10-05,2019,10,October,40
195849,1526432737,2019-10-05,Monarch PEAK Migration,50,35.25,-97.438,A cold front just came through central Oklahoma about an hour or so ago. Lots of Monarchs and dragonflies. Too many to count. ,,2019-10-05,2019,10,October,40
195851,1526432740,2019-10-05,Monarch PEAK Migration,2469,36.11,-97.081,Individually counted. Huge movement right after cold front. Likely undercounted as many thousands of feet up.I was counting for 3 hours.,,2019-10-05,2019,10,October,40
195853,1526432743,2019-10-05,Monarch PEAK Migration,200,35.221,-97.447,"There were so many butterflies in the sky over our house this evening!  Observing them for around 10 minutes, we easily saw 200 or so, moving from the NE to SW.  Some seemed to have a string attached to the back end roughly 4 inches long with what I assume were the remnants of the chrysalis attached at the end.  Awesome sight to see!",,2019-10-05,2019,10,October,40
195856,1526432747,2019-10-05,Monarch Fall Roost,1000,34.384,-101.756,Continuous stream of monarchs still coming in. We have 7 acres of land much of it covered with many different trees. Next morning (10/06) low temperature was 50 degrees today. Wind was 4-7 mph out of the northeast. Monarchs started warming up at 8:00 am and moving around some. By 9:00 am they started heading south. Most of them were gone by 10:30am. A few Red Admirals and Painted Ladies were with them.,//journeynorth.org/jnorth/images/userfiles2019/10/1526432747.jpg,2019-10-05,2019,10,October,40
195860,1526432751,2019-10-05,Monarch PEAK Migration,400,35.285,-97.814,Watched hundreds of monarchs fly over my house.  Some were stopping and landing on my pecan trees.,,2019-10-05,2019,10,October,40
195862,1526432753,2019-10-05,Monarch PEAK Migration,45,38.318,-98.674,"Big migration day today. On the way to Hutchinson, over one hour counted 45 crossing the road or coming out of shelter belts. Wind changed from south to north mid-morning. Lots of reports from Facebook friends of large numbers of monarchs.",,2019-10-05,2019,10,October,40
195864,1526432755,2019-10-06,Monarch PEAK Migration,200,35.228,-97.476,"Between 6 and 10 clutches of between 20 and 50 monarchs in our backyard at 2325 Westwood Dr, Norman, Oklahoma. ",,2019-10-06,2019,10,October,40
195869,1526432762,2019-10-05,Monarch Fall Roost,150,35.228,-97.476,"Saw the hundreds of monarchs flying over our house, then as sunset approached, over 100 settled into our trees. At least 1/2 dozen clutches of 20 to 70 monarchs. ",//journeynorth.org/jnorth/images/userfiles2019/10/1526432762.jpg,2019-10-05,2019,10,October,40
195871,1526432765,2019-10-05,Monarch PEAK Migration,100,35.69,-97.547,Stood outside for an an hour and a half and watched what I would guess to be around 100+ monarchs fluttering through the sky. ,//journeynorth.org/jnorth/images/userfiles2019/10/1526432765.jpg,2019-10-05,2019,10,October,40
195874,1526432770,2019-10-05,Monarch PEAK Migration,220,38.939,-94.655,"4:30pm - We were on the walking trail behind Shawnee Mission South high school and I noticed a lot of butterflies flying around.  At 4:45 PM we came to an open area and I just stood, looking up in the sky and there they were flying above the tree line at about 80 feet.  I&rsquo;ve never witnessed a migration before today and thought it would be masses of butterflies, but that&rsquo;s not the way it happened.  I stood in that area for 45 minutes and they we&rsquo;re flying by one by one, counting a total of 168!  At 5:30 PM we drove to our home, 3/4 a mile south of this area.  I continued counting until 6 PM and saw 52 more.  It was partly cloudy, 71&deg;, winds WNW 8-10 mph.So amazing to witness!  Five hours later and I&rsquo;m still grinning ear to ear!",//journeynorth.org/jnorth/images/userfiles2019/10/1526432770.jpg,2019-10-05,2019,10,October,40
195875,1526432771,2019-10-05,Monarch PEAK Migration,800,37.69,-75.716,"I am reporting this mass migration sighting for my son, daughter-in-law and grandson in Norman, Oklahoma.  They called me this evening from their back yard, so very excited as they were witnessing their first mass sighting of monarchs, flying over in a steady stream at several levels!  They were beside themselves as they continued to watch as we talked!  They had been watching for about 30 minutes and were continuing to be awe struck!  I loved sharing the experience with them, even if it was by telephone!  They observed the SW directional direction...right on target for them!  Yay! I tried to get an estimate of the numbers and this is the best they could figure.  Hope this is accurate for your records!",,2019-10-05,2019,10,October,40
195878,1526432775,2019-10-05,Monarch Fall Roost,25,36.713,-96.135,"We saw over two dozen Monarchs fly across our yard and roost in our trees. We only saw two or three roosting together, no large groups. They are taking the same path across our yard as they did last year around Sept. 26.   ",,2019-10-05,2019,10,October,40
195884,1526432782,2019-10-05,Monarch PEAK Migration,150,35.45,-97.397,"As a cold front came through Oklahoma, there were hundreds of monarchs flying through, some very high and others pretty close to the ground. ",//journeynorth.org/jnorth/images/userfiles2019/10/1526432782.jpg,2019-10-05,2019,10,October,40
195885,1526432783,2019-10-05,Monarch Fall Roost,25,35.45,-97.397,I followed butterflies as it was getting darker and I found these butterflies landing on the tree for the evening. They weren&rsquo;t all clustered together but there were at least 25-30 monarchs landing on this tree. ,//journeynorth.org/jnorth/images/userfiles2019/10/1526432783.jpg,2019-10-05,2019,10,October,40
195887,1526432785,2019-10-05,Monarch PEAK Migration,46,37.171,-93.328,"The monarchs arrived in numbers today, about a week later than &lsquo;normal&rsquo;.  I tagged 46 for MonarchWatch between 11:30 and 2:00. ",//journeynorth.org/jnorth/images/userfiles2019/10/1526432785.jpg,2019-10-05,2019,10,October,40
195899,1526432809,2019-10-03,Monarch PEAK Migration,20,38.948,-77.026,"I have not been home during prime daylight hours during the past couple of weeks and only been seeing a few monarchs in the evenings when I get home, but happened to stop by on Thursday, the back yard was full of activity. I was excited to see them this weekend, but not one. They must have moved on. Peak this year seemed to be around Sept. 22 - Oct. 5. There are still 3 chrysalises that I noticed on our window sills. Hope they hatch soon. ",//journeynorth.org/jnorth/images/userfiles2019/10/1526432809.jpg,2019-10-03,2019,10,October,40
195901,1526432811,2019-10-05,Monarch PEAK Migration,150,39.038,-94.71,"Late afternoon,  noticeable migration as several per every  20 to 30 seconds flying over for over an hour.  Beautiful.",,2019-10-05,2019,10,October,40
195907,1526432826,2019-09-29,Monarch PEAK Migration,121,36.092,-81.833,"Monarchs counted as they flew over Linville Peak at 5303 feet - on the edge of the Blue Ridge escarpment. we counted 121 before the storm came in. We also saw 39 common green darners, 28 chimney swifts, 2 ruby-throated hummingbirds, and 10 black saddlebags.",//journeynorth.org/jnorth/images/userfiles2019/10/1526432826.jpg,2019-09-29,2019,9,September,39
195909,1526432835,2019-10-06,Monarch Fall Roost,300,35.544,-97.59,I was out of town yesterday so I didn't see the mass migration over OKC & Norman but was home in time to check last year's roosting site in the woods behind a neighbor's house this morning.  Not as many easily visible in trees as last year but I counted more than 260 take off from the woods between 7:45 and 9:15 am. More than 30 (about half) of the monarchs I saw clustered in trees at sunrise were still hanging on when I left. Temp about 60 and overcast. ,,2019-10-06,2019,10,October,40
195911,1526432838,2019-10-05,Monarch PEAK Migration,5000,36.026,-97.216,"Thousands of Monarchs came through over 30 min or so as a front came through (see photo), and at the same time it seemed to be raining clumps of spiderweb material.  Still a few passing through next morning. No photo [of monarchs] when majority passed through.I had no phone when we saw the major numbers go over and my husband and I just said thousands. Most were gone when I came back with my camera and most were so high we weren&rsquo;t even sure at first if they were bats or butterflies!  There was a front coming through and we also found lots of clumps of white material blowing in with them (looked like ash or snow at first) which turned out to be spider web clumps. We only saw a few [butterflies] down close enough to think they were monarchs when I posted on FB last night, but then multiple people sent me [photos] and I realized what they were.",//journeynorth.org/jnorth/images/userfiles2019/10/1526432838.jpg,2019-10-05,2019,10,October,40
195912,1526432839,2019-10-06,Monarch PEAK Migration,300,35.544,-97.59,I counted more than 260 in the air  before 9:15 a.m.  Another 30 were still easily visible roosting in the trees when I left.  Also reported under fall roost. ,,2019-10-06,2019,10,October,40
195917,1526432846,2019-10-02,Monarch PEAK Migration,200,39.265,-76.692,Swarmed old vine covered maple. Also swarmed mexican sunflower.,,2019-10-02,2019,10,October,40
195924,1526432861,2019-10-05,Monarch PEAK Migration,700,35.653,-97.478,"The long awaited peak has arrived. After most of the day with south winds, a weak cold front came through in midafternoon. The winds shifted to the north, about 10 mph, and with that change the monarchs appeared. Using binoculars, I observed a continuous flow of monarchs, most of which were not visible to the naked eye. The lowest were approximately 125 feet in altitude, but the majority were much higher. With the magnification, several were observed to be (seemingly) effortlessly gliding south with a glistening, white trailing silk. Though a few stopped to nectar, the overwhelming majority, as if urgently needing to make up for lost time, continued using the favorable winds. The procession lasted through the last available light. Finally, at sunset (7:08), in the deeping shade of dusk, a few drifted down to the waiting trees for a night's rest. One still had the trailing silk, which was jettisoned after landing. The following, much cooler morning, and only with binoculars, the procession was again noted against a cool, drab gray October sky.   ",//journeynorth.org/jnorth/images/userfiles2019/10/1526432861.jpg,2019-10-05,2019,10,October,40
195926,1526432866,2019-10-04,Monarch Fall Roost,500,37.118,-97.855,On Sat morn we had about 500 roosting in the trees.  Early afternoon the sun came out and the wind started blowing and within an hour they were all gone.  They were here for a little over 24 hours.,,2019-10-04,2019,10,October,40
195938,1526432881,2019-10-06,Monarch PEAK Migration,60,38.47,-94.836,Still seeing them coming thru. Enjoy watching them migrate.,,2019-10-06,2019,10,October,40
195953,1526432902,2019-10-06,Monarch PEAK Migration,173,35.616,-97.463,"There is a wave right now coming through Edmond, Ok. The Monarchs are riding high on the winds, and strangely enough, there are dragonflies flying beneath them.",,2019-10-06,2019,10,October,40
195959,1526432908,2019-10-05,Monarch PEAK Migration,20,34.258,-101.275,North of my house 2 mil in trees. 5:30PM,,2019-10-05,2019,10,October,40
195969,1526432924,2019-10-06,Monarch PEAK Migration,82,38.982,-94.671,"2:15 - 3:00pmWatching the skies from my backyard and they just keep coming, mostly one by one sometimes in threes.  Some are stopping in my flower gardens and then taking off to the south south west.  it’s really no telling how many have come through because I’ve been able to spot some with my binoculars, that I couldn’t see with the naked eye.  Winds N 4-5 mph, cloudy, 60°Godspeed my flying beauties. ",,2019-10-06,2019,10,October,40
195971,1526432927,2019-10-06,Monarch PEAK Migration,360,39.217,-94.684,"Counted 200 high flyers in thirty minutes. Heading in a SW direction. Observed from 9 am until 9:30 am. It was overcast and 56 degrees.  Winds were calm. Counted 160 more from 2 pm until 2:15 pm. Flying in a SSW direction.  Overcast, 62 degrees, calm winds, light rain.Had to quit counting because they are non-stop. Couldn't begin to count them.",,2019-10-06,2019,10,October,40
195975,1526432934,2019-10-06,Monarch PEAK Migration,50,35.653,-97.478,Saw approx 50 monarchs riding the cool wind all southbound. Started seeing them about 8:30am. Temp near 60 and gray skies. Some high and some low. ,,2019-10-06,2019,10,October,40
195997,1526432963,2019-10-06,Monarch PEAK Migration,20,33.965,-83.395,Monarchs flying south/southwest. An adult seen passing by every 20-30 seconds.,,2019-10-06,2019,10,October,40
196028,1526433005,2019-10-06,Monarch PEAK Migration,214,44.644,-83.297,"On a very windy day, Larry and I counted 214 monarchs in and around Harrisville. Here are the hour by hour counts and locations:Time        Monarchs Location11-12AM         26       City12-1PM          32     Harbor 1-2PM          79  State Park 2-3PM          45  State Park 3-4PM          23  State Park 4-5PM           9  BackyardTotal:         214All but 15 monarchs were in directional flight. Weather was partly sunny with the Wind WSW-13-32 mph. The Temperature topped out at 64F. No monarchs were observed from 5-7PM at our backyards.      ",//journeynorth.org/jnorth/images/userfiles2019/10/1526433005.jpg,2019-10-06,2019,10,October,40
196029,1526433006,2019-10-06,Monarch PEAK Migration,200,39.983,-94.877,"While out collecting indiangrass and big bluestem seed today, I was cruising through the set aside acres. I saw many many monarchs nectarine on red clover in a late bloom.While there is much aster still in bloom, they seemed to prefer the red clover.Also, in St. Joseph, where I work, I have seen a steady flight of monarchs throughout the week, sometimes seeing as many as 12- 14 per minute in some locales, in an urban environment.",//journeynorth.org/jnorth/images/userfiles2019/10/1526433006.jpg,2019-10-06,2019,10,October,40
196031,1526433011,2019-10-06,Monarch PEAK Migration,40,38.92,-95.25,"Baker Wetlands. Finally after 2 weekends with no sight seeings, today we saw about 40 butterflies. Not as many as expected but some at least. Not many flowers left to feed from though.",//journeynorth.org/jnorth/images/userfiles2019/10/1526433011.jpg,2019-10-06,2019,10,October,40
196032,1526433012,2019-10-06,Monarch PEAK Migration,300,32.84,-98.108,"Many flying from the north east to south west. Resting in our pecan treesMy big brother lives about 5 miles north of me in Salesville, which is a crossroads, not a city.  He reported to me that he had several hundred if not a thousand resting in his yard and he didn&rsquo;t think about a photo either",//journeynorth.org/jnorth/images/userfiles2019/10/1526433012.jpg,2019-10-06,2019,10,October,40
196034,1526433014,2019-10-05,Monarch Fall Roost,200,36.216,-103.123,They also visited the zinnias in my garden. There were hundreds! Editor's note: contacted observer for more details on this sighting,//journeynorth.org/jnorth/images/userfiles2019/10/1526433014.jpg,2019-10-05,2019,10,October,40
196041,1526433023,2019-10-06,Monarch Fall Roost,1000,32.586,-98.904,They came in this evening and are roosting one the oak trees. We have mesquite trees too but they prefer the oaks. It is still warm here in West Texas— about 85 degrees+ at night. But a cool front is supposed to be coming in tonight so they may be flying ahead of it. ,,2019-10-06,2019,10,October,40
196043,1526433031,2019-10-05,Monarch PEAK Migration,12,36.191,-94.562,Saw at least 12 Monarchs.  Tagged 6 adults with Monarch Watch tags and released. ,,2019-10-05,2019,10,October,40
196047,1526433035,2019-09-19,Monarch Fall Roost,50,39.692,-89.083,"Monarchs appeared in the sweet gum trees for about a week, visited the maple, lilac and dogwood.  Then reappeared about a week later and stayed for about 5 days more until the cold snap.  Several elementary classes came to the house to see the wonder of the butterflies as they flew through the yard and around them. A high school student interviewed me for the local newspaper about the blessing of the returned monarchs.",,2019-09-19,2019,9,September,38
196051,1526433041,2019-09-26,Monarch Fall Roost,200,40.678,-90.317,A couple hundred monarchs streamed in just before sunset to roost in three of our soft maple trees near the house.  ,,2019-09-26,2019,9,September,39
196064,1526433067,2019-10-06,Monarch PEAK Migration,250,34.626,-97.856,"Saw around 50 Monarchs in yard by noon on tithonia,  Gregg's mistflower, zinnia and cowpen Daisy. They were flying over low and high. Just trickling through. Would see 4 or 5 in seconds to just a few here and there.  I'm sure more.",//journeynorth.org/jnorth/images/userfiles2019/10/1526433067.jpg,2019-10-06,2019,10,October,40
196068,1526433074,2019-10-05,Monarch Fall Roost,240,41.911,-82.509,"Evening At The Tip at Point Pelee National Park 3:45-5:30 then 6:10-7:1067&deg;c High 20&deg;cOvernight Low 11&deg;cWSW wind 24-31 kmhMostly cloudy  Sunset 7:04 Sunrise 10/7 7:34Late afternoon- observed at West Beach just south of the Tip about 20 Monarchs arrive from the north &amp; continue south toward the Tip;one puddled on sand at parking lot. At the Tip on calm east side  located 6 areas of flitting &amp; roosted monarchs. Largest loose cluster of 42. Others of 4/5/12/18. Many lone individuals &amp; two &amp; three. Monarchs roosted on Hackberry, Mulberry &amp; Juniper trees &amp; on Grapevine.Also observed about a dozen monarchs (6 clustered) at Tip Shuttle stop &amp; 6 flitting in Sparrow Field. Most pristine; one with right crumpled wing but flew well.   Still plenty of full bloom lavender Asters nearby &amp; throughout the Park. Count by clicker/binocularsLots of pics here-https://www.facebook.com/PeleeParadiseSanctuaryMonarchWaystation10275/",//journeynorth.org/jnorth/images/userfiles2019/10/1526433074.jpg,2019-10-05,2019,10,October,40
196072,1526433079,2019-10-07,Monarch PEAK Migration,67,35.925,-81.514,"between 8:30 AM and 9:15 AM, saw a total of 67 monarchs; flying in smaller groups of 3 to 7 butterflies; heading in a south-southwesterly direction. ",,2019-10-07,2019,10,October,41
196080,1526433097,2019-10-07,Monarch PEAK Migration,60,37.966,-79.263,Counted sixty Monarchs moving through North to South within 10 minutes. At least ten stopped to refuel on our butterfly bushes. I had to go do some work or I would have watched/counted longer. By far the most I've seen moving North to South in the past few weeks. There has been a steady stream for weeks but not a big group like this.,,2019-10-07,2019,10,October,41
196098,1526433135,2019-10-07,Monarch PEAK Migration,25,39.234,-94.431,"Driving in Liberty and the Monarchs are everywhere.  Obviously migrating, probably the most that I have ever seen.My number of 25 is very, very conservative as they are just everywhere",,2019-10-07,2019,10,October,41
196118,1526433160,2019-10-07,Monarch PEAK Migration,100,39.082,-94.62,monarchs have been going past this location for the last 5 hours at a slow but constant rate.,,2019-10-07,2019,10,October,41
196129,1526433174,2019-10-07,Monarch PEAK Migration,50,31.374,-100.308,We have been watching them flying over the backyard toward the south for the last thirty minutes one at a time and in groups of five. What a joy!,,2019-10-07,2019,10,October,41
196131,1526433177,2019-10-07,Monarch PEAK Migration,337,35.236,-82.472,"Between 12:34-1:34pm on overcast day, saw 337 Monarchs fly over my house at ~3200 ft.",,2019-10-07,2019,10,October,41
196135,1526433182,2019-10-07,Monarch PEAK Migration,205,35.324,-82.517,We live on the Westward face of Davis Mountain (facing the BRP) and are having a CONTINUAL STREAM of Monarchs flying overhead in a SE direction - struggling to clear Davis Mountain some 500' higher than our spot. LORD BLESS THEM ON THEIR WAY!  ,,2019-10-07,2019,10,October,41
196142,1526433195,2019-10-07,Monarch PEAK Migration,200,39.1,-94.579,I have seen more than 200 butterflies actively migrating both downtown and down through the metro! Enjoy Mexico!,,2019-10-07,2019,10,October,41
196145,1526433200,2019-10-07,Monarch PEAK Migration,276,35.398,-83.043,"Started driving the Blue Ridge Parkway at 11 am this morning to find Monarchs. Spotted 3 flying over Licklog Ridge Overlook, but I kept moving North in hopes of finding more at Cherry Cove. The fog got thicker as I drove. Once I arrived at Cherry Cove I saw 6 flying over the parkway before fog completely engulfed the area. I stopped in several places to eat, hoping fog would lift, to no avail.Drove back down to Licklog Ridge Overlook, about mm 436 at an elevation of 4602 feet. All counted were flyovers that were definitely working hard because they were flying directly into a south wind. I should have just stayed there all day-definitely the most action of the day.Counted 276 at this site from 1:30-2:00 pm. They were trickling through 2-5 at a time.. Hoping the wind shifts tomorrow.",//journeynorth.org/jnorth/images/userfiles2019/10/1526433200.jpg,2019-10-07,2019,10,October,41
196174,1526433240,2019-10-07,Monarch PEAK Migration,100,38.804,-94.692,"Saw at least 100 monarchs feeding from salvia and other flowers around the park.  There were at least 50 at the entrance when we arrived at 11:30am.  When we left at 1pm, most had left on their way south.  They were all a very deep orange color.  Some were well worn, but most were in great shape.",,2019-10-07,2019,10,October,41
196189,1526433266,2019-10-07,Monarch PEAK Migration,263,44.644,-83.297,"Second PEAK day in a row! Larry and I counted 214 yesterday, and we counted 263 today! Here are the hour by hour counts and locations:Time       Monarchs   Location10-11AM         9     City11-12PM         6    Harbor12-1PM         62  State Park1-2PM          35  State Park2-3PM          53  State Park3-4PM          40  State Park4-5PM          41  State Park5-6PM          14  State Park6-7PM           3  BackyardsTotal:        263Weather was partly sunny with the Wind WSW-13-27 mph AM, and early afternoon, and then changing to WNW-10 mph. The Temperature topped out at 63F. ",//journeynorth.org/jnorth/images/userfiles2019/10/1526433266.jpg,2019-10-07,2019,10,October,41
196195,1526433282,2019-10-07,Monarch PEAK Migration,209,35.549,-82.231,This was from 12:30 pm -1:00,,2019-10-07,2019,10,October,41
196201,1526433292,2019-10-07,Monarch PEAK Migration,223,39.214,-94.574,"The Monarch Nation flew through the Kansas City area today!  I observed for one hour, Noon to 1pm and counted 223.  Within that hour, 160 were counted in 30 minutes.  It was a beautiful day for flying, temperature 70F, clear skies, light wind from north/northwest.  I heard reports of hundreds sighted by Houston Lake; about 4 miles from my house.  The best migration I've seen in many years!",,2019-10-07,2019,10,October,41
196204,1526433295,2019-10-07,Monarch PEAK Migration,200,33.114,-100.174,"Monarchs feasting on broom weed, purple gay feather and Maximilian sunflower.",//journeynorth.org/jnorth/images/userfiles2019/10/1526433295.jpg,2019-10-07,2019,10,October,41
196215,1526433319,2019-10-07,Monarch PEAK Migration,279,35.336,-82.815,Monarchs soaring through the low hanging clouds on the Blue Ridge Parkway at the Cherry Cove Overlook MP 415.5. Temp 58F. Counted 279 from 12:45pm to 1:15pm,//journeynorth.org/jnorth/images/userfiles2019/10/1526433319.jpg,2019-10-07,2019,10,October,41
196219,1526433325,2019-10-07,Monarch PEAK Migration,75,33.843,-98.557,Temperature was around 72 with winds out of north (slight).  Monarchs starting coming in to the willow trees at around 7:00pm.  We were able to tag around 60 overall.  (several taggers),,2019-10-07,2019,10,October,41
196220,1526433326,2019-10-06,Monarch PEAK Migration,100,33.837,-98.553,"Monarchs were flying high during daytime.  Temperatures were around 89 degrees F.  I watched as around 1 would fly by about every 5 to 10 seconds.  They also would stop in the mud (on the ground).  Later in the day, temperatures dropped drastically with the cold front at around 6:00pm.  ",//journeynorth.org/jnorth/images/userfiles2019/10/1526433326.jpg,2019-10-06,2019,10,October,40
196222,1526433330,2019-10-05,Monarch PEAK Migration,15,41.497,-95.335,When:  From noon Saturday Oct 5 through 2:30 pm.Where: along Interstate 80 from Council Bluffs to Des Moines.Monarchs:  15 adult southbound butterflies.Wind:  mixed 12 WNWA Weather system had moved across Iowa from West to East prior to these observations. ,,2019-10-05,2019,10,October,40
196224,1526433332,2019-10-05,Monarch PEAK Migration,2000,39.014,-94.924,"Travelling west along Loring Rd, to west De Soto bottoms (south of the river). A multitude of monarchs were fluttering over head.It's been over 12 years since we've really seen any migration at all, and yet this was phenomenal. In the space of 8 - 10 miles, travelled in 15 minutes, there were at first hundreds, then we estimated a couple of thousand since they had to be travelling through all day!",,2019-10-05,2019,10,October,40
196225,1526433333,2019-10-07,Monarch Fall Roost,100,32.641,-99.587,Monarchs were beginning to roost in multiple pecan trees around 6:30 PM. Beautiful!,//journeynorth.org/jnorth/images/userfiles2019/10/1526433333.jpg,2019-10-07,2019,10,October,41
196233,1526433353,2019-10-07,Monarch Fall Roost,1100,41.911,-82.509,"Evening At The Tip at Point Pelee National Park 5:50-7:20 pm16&deg;c 68% humidityHigh 19&deg;c Overnight Low 9&deg;cClear with WSW wind @18-28 kmhSunset 7:02Sunrise 7:344 main areas on the east side &amp; interior of the Tip where Monarchs established roosts. The majority were in 5 separate clusters on the east side of their fav Hackberry tree near the Dangerous Current sign.  Also many scattered here &amp; there. 2 largest clusters of 80-100 Monarchs. Two more clusters nearby on Grapevine. Clusters in Hackberry branches overhanging east side of Tip. Another roost, tight &amp; scattered, at top of a Hackberry visible from the shoreline on east side. About a dozen seen in interior sheltered area visible from west path. All appeared pristine. Visitiors were surprised &amp; pleased. It's not unusual to have this # up to 3rd week of Oct then numbers greatly reduce. We have 20&deg;c daytime highs til the weekend then struggle to reach 15&deg;...more like 12-13&deg;c. Count done by clicker/binoculars &amp; then once home by photos https://youtu.be/afDIwlULJlMMany more photos here-https://www.facebook.com/PeleeParadiseSanctuaryMonarchWaystation10275/",//journeynorth.org/jnorth/images/userfiles2019/10/1526433353.jpg,2019-10-07,2019,10,October,41
